Record Length,2500,Points,-10.9999999E-3,119.9999973E-3,
Sample Interval,99.999997474E-6,s,-10.9000001E-3,119.9999973E-3,
Trigger Point,110.0000022,Samples,-10.8000003E-3,59.999998659E-3,
,,,-10.6999995E-3,59.999998659E-3,
,,,-10.5999997E-3,119.9999973E-3,
,,,-10.4999999E-3,59.999998659E-3,
Source,CH1,,-10.4000000E-3,119.9999973E-3,
Vertical Units,Volts,,-10.3000002E-3,119.9999973E-3,
Vertical Scale,1.5000000,,-10.2000004E-3,59.999998659E-3,
Vertical Offset,0,,-10.0999996E-3,119.9999973E-3,
Horizontal Units,s,,-9.999999776E-3,59.999998659E-3,
Horizontal Scale,24.99999937E-3,,-9.899999946E-3,119.9999973E-3,
Pt Fmt,Y,,-9.800000116E-3,119.9999973E-3,
Yzero,-3.60000000,,-9.700000286E-3,119.9999973E-3,
Probe Atten,1.000000,,-9.599999525E-3,119.9999973E-3,
,,,-9.499999695E-3,119.9999973E-3,
Note,TBS 1052B - 13:58:35   09/04/2019,,-9.399999864E-3,59.999998659E-3,
,,,-9.300000034E-3,119.9999973E-3,
,,,-9.200000204E-3,119.9999973E-3,
,,,-9.100000374E-3,119.9999973E-3,
,,,-8.999999613E-3,119.9999973E-3,
,,,-8.899999782E-3,119.9999973E-3,
,,,-8.799999952E-3,119.9999973E-3,
,,,-8.700000122E-3,119.9999973E-3,
,,,-8.600000292E-3,59.999998659E-3,
,,,-8.500000462E-3,119.9999973E-3,
,,,-8.399999700E-3,119.9999973E-3,
,,,-8.299999870E-3,59.999998659E-3,
,,,-8.200000040E-3,119.9999973E-3,
,,,-8.100000210E-3,119.9999973E-3,
,,,-8.000000380E-3,119.9999973E-3,
,,,-7.899999619E-3,59.999998659E-3,
,,,-7.799999788E-3,59.999998659E-3,
,,,-7.699999958E-3,119.9999973E-3,
,,,-7.600000128E-3,119.9999973E-3,
,,,-7.499999832E-3,119.9999973E-3,
,,,-7.400000002E-3,59.999998659E-3,
,,,-7.30000017E-3,59.999998659E-3,
,,,-7.19999988E-3,59.999998659E-3,
,,,-7.10000005E-3,119.9999973E-3,
,,,-7.00000022E-3,59.999998659E-3,
,,,-6.89999992E-3,59.999998659E-3,
,,,-6.80000009E-3,119.9999973E-3,
,,,-6.70000026E-3,119.9999973E-3,
,,,-6.59999996E-3,59.999998659E-3,
,,,-6.50000013E-3,119.9999973E-3,
,,,-6.39999984E-3,119.9999973E-3,
,,,-6.30000001E-3,119.9999973E-3,
,,,-6.20000018E-3,119.9999973E-3,
,,,-6.09999988E-3,59.999998659E-3,
,,,-6.00000005E-3,59.999998659E-3,
,,,-5.90000022E-3,119.9999973E-3,
,,,-5.79999993E-3,119.9999973E-3,
,,,-5.70000010E-3,59.999998659E-3,
,,,-5.60000027E-3,59.999998659E-3,
,,,-5.49999997E-3,59.999998659E-3,
,,,-5.40000014E-3,119.9999973E-3,
,,,-5.30000031E-3,59.999998659E-3,
,,,-5.20000001E-3,119.9999973E-3,
,,,-5.10000018E-3,59.999998659E-3,
,,,-4.99999989E-3,119.9999973E-3,
,,,-4.90000006E-3,59.999998659E-3,
,,,-4.80000023E-3,119.9999973E-3,
,,,-4.69999993E-3,59.999998659E-3,
,,,-4.60000010E-3,119.9999973E-3,
,,,-4.50000027E-3,119.9999973E-3,
,,,-4.39999998E-3,59.999998659E-3,
,,,-4.30000015E-3,59.999998659E-3,
,,,-4.20000032E-3,119.9999973E-3,
,,,-4.10000002E-3,119.9999973E-3,
,,,-4.00000019E-3,59.999998659E-3,
,,,-3.90000013E-3,119.9999973E-3,
,,,-3.80000006E-3,119.9999973E-3,
,,,-3.70000023E-3,59.999998659E-3,
,,,-3.60000017E-3,119.9999973E-3,
,,,-3.50000011E-3,119.9999973E-3,
,,,-3.40000005E-3,59.999998659E-3,
,,,-3.30000021E-3,119.9999973E-3,
,,,-3.20000015E-3,119.9999973E-3,
,,,-3.10000009E-3,119.9999973E-3,
,,,-3.00000003E-3,119.9999973E-3,
,,,-2.90000020E-3,119.9999973E-3,
,,,-2.80000013E-3,119.9999973E-3,
,,,-2.7000001E-3,59.999998659E-3,
,,,-2.6000002E-3,119.9999973E-3,
,,,-2.5000002E-3,119.9999973E-3,
,,,-2.4000001E-3,119.9999973E-3,
,,,-2.3000001E-3,59.999998659E-3,
,,,-2.2000002E-3,119.9999973E-3,
,,,-2.1000002E-3,59.999998659E-3,
,,,-2.0000001E-3,59.999998659E-3,
,,,-1.9000001E-3,119.9999973E-3,
,,,-1.8000002E-3,119.9999973E-3,
,,,-1.7000001E-3,119.9999973E-3,
,,,-1.6000002E-3,119.9999973E-3,
,,,-1.5000001E-3,59.999998659E-3,
,,,-1.4000002E-3,119.9999973E-3,
,,,-1.3000002E-3,59.999998659E-3,
,,,-1.2000002E-3,119.9999973E-3,
,,,-1.1000002E-3,119.9999973E-3,
,,,-1.0000002E-3,119.9999973E-3,
,,,-900.000217371E-6,119.9999973E-3,
,,,-800.000212621E-6,59.999998659E-3,
,,,-700.000207871E-6,59.999998659E-3,
,,,-600.000203121E-6,119.9999973E-3,
,,,-500.000198372E-6,119.9999973E-3,
,,,-400.00019362E-6,59.999998659E-3,
,,,-300.00021798E-6,59.999998659E-3,
,,,-200.00021323E-6,119.9999973E-3,
,,,-100.0002158E-6,119.9999973E-3,
,,,-218.27872753E-12,10.9200001,
,,,99.999779195E-6,11.0400000,
,,,199.99977667E-6,10.9200001,
,,,299.99978142E-6,10.6799994,
,,,399.99978617E-6,10.5000000,
,,,499.999790918E-6,10.3199997,
,,,599.999795668E-6,9.960000038,
,,,699.999742210E-6,9.719999313,
,,,799.999746960E-6,9.420000076,
,,,899.999751709E-6,9.059999466,
,,,0.0E-3,8.760000229,
,,,1.0999998E-3,8.399999619,
,,,1.1999997E-3,8.039999962,
,,,1.2999998E-3,7.739999771,
,,,1.3999997E-3,7.440000057,
,,,1.4999998E-3,7.13999987,
,,,1.5999997E-3,6.77999973,
,,,1.6999998E-3,6.53999996,
,,,1.7999997E-3,6.23999977,
,,,1.8999997E-3,5.94000006,
,,,1.9999996E-3,5.63999987,
,,,2.0999997E-3,5.40000010,
,,,2.1999998E-3,5.15999985,
,,,2.2999998E-3,4.92000008,
,,,2.3999996E-3,4.67999983,
,,,2.4999997E-3,4.44000006,
,,,2.5999998E-3,4.25999975,
,,,2.6999996E-3,4.73999977,
,,,2.79999967E-3,4.92000008,
,,,2.89999973E-3,5.15999985,
,,,2.99999979E-3,5.33999968,
,,,3.09999962E-3,5.57999992,
,,,3.19999969E-3,5.81999969,
,,,3.29999975E-3,6.11999989,
,,,3.39999981E-3,6.29999971,
,,,3.49999964E-3,6.59999990,
,,,3.59999971E-3,6.83999968,
,,,3.69999977E-3,7.07999992,
,,,3.79999960E-3,7.37999964,
,,,3.89999966E-3,7.679999828,
,,,3.99999972E-3,7.919999599,
,,,4.09999955E-3,8.220000267,
,,,4.19999985E-3,8.519999504,
