Record Length,2500,Points,8.679999970E-3,87.999999523E-3,
Sample Interval,3.99999999E-6,s,8.684000000E-3,43.99999976E-3,
Trigger Point,-2.1700001E3,Samples,8.688000031E-3,87.999999523E-3,
,,,8.692000061E-3,87.999999523E-3,
,,,8.696000092E-3,87.999999523E-3,
,,,8.700000122E-3,87.999999523E-3,
Source,CH1,,8.704000153E-3,87.999999523E-3,
Vertical Units,Volts,,8.708000183E-3,131.9999993E-3,
Vertical Scale,1.1000000,,8.712000214E-3,131.9999993E-3,
Vertical Offset,0,,8.716000244E-3,87.999999523E-3,
Horizontal Units,s,,8.720000274E-3,87.999999523E-3,
Horizontal Scale,1.000000E-3,,8.724000305E-3,87.999999523E-3,
Pt Fmt,Y,,8.728000335E-3,87.999999523E-3,
Yzero,-3.48000000,,8.732000366E-3,87.999999523E-3,
Probe Atten,1.000000,,8.736000396E-3,131.9999993E-3,
,,,8.740000427E-3,87.999999523E-3,
Note,TBS 1052B - 15:12:01   05/04/2019,,8.743999526E-3,87.999999523E-3,
,,,8.747999556E-3,43.99999976E-3,
,,,8.751999587E-3,87.999999523E-3,
,,,8.755999617E-3,131.9999993E-3,
,,,8.759999648E-3,131.9999993E-3,
,,,8.763999678E-3,131.9999993E-3,
,,,8.767999709E-3,87.999999523E-3,
,,,8.771999739E-3,87.999999523E-3,
,,,8.775999770E-3,87.999999523E-3,
,,,8.779999800E-3,131.9999993E-3,
,,,8.783999830E-3,87.999999523E-3,
,,,8.787999861E-3,87.999999523E-3,
,,,8.791999891E-3,87.999999523E-3,
,,,8.795999922E-3,131.9999993E-3,
,,,8.799999952E-3,131.9999993E-3,
,,,8.803999983E-3,87.999999523E-3,
,,,8.808000013E-3,87.999999523E-3,
,,,8.812000044E-3,131.9999993E-3,
,,,8.816000074E-3,87.999999523E-3,
,,,8.820000105E-3,87.999999523E-3,
,,,8.824000135E-3,87.999999523E-3,
,,,8.828000166E-3,87.999999523E-3,
,,,8.832000196E-3,87.999999523E-3,
,,,8.836000226E-3,87.999999523E-3,
,,,8.840000257E-3,87.999999523E-3,
,,,8.844000287E-3,87.999999523E-3,
,,,8.848000318E-3,87.999999523E-3,
,,,8.852000348E-3,87.999999523E-3,
,,,8.856000379E-3,87.999999523E-3,
,,,8.860000409E-3,87.999999523E-3,
,,,8.863999508E-3,87.999999523E-3,
,,,8.867999539E-3,43.99999976E-3,
,,,8.871999569E-3,87.999999523E-3,
,,,8.875999600E-3,87.999999523E-3,
,,,8.879999630E-3,87.999999523E-3,
,,,8.883999661E-3,131.9999993E-3,
,,,8.887999691E-3,87.999999523E-3,
,,,8.891999722E-3,43.99999976E-3,
,,,8.895999752E-3,87.999999523E-3,
,,,8.899999782E-3,87.999999523E-3,
,,,8.903999813E-3,87.999999523E-3,
,,,8.907999843E-3,87.999999523E-3,
,,,8.911999874E-3,87.999999523E-3,
,,,8.915999904E-3,87.999999523E-3,
,,,8.919999935E-3,87.999999523E-3,
,,,8.923999965E-3,131.9999993E-3,
